season,week,k_eliminations_official,is_final_week,rank_eliminated,percent_eliminated,rank_bottom_two,percent_bottom_two,rank_judges_save_eliminated,percent_judges_save_eliminated,rank_js_bottom_two,percent_js_bottom_two,rank_vs_percent_diff,rank_js_changes,percent_js_changes
24,9,1,False,Normani,Simone Biles,Normani;Rashad Jennings,Simone Biles;Rashad Jennings,Normani,Rashad Jennings,Normani;Rashad Jennings,Simone Biles;Rashad Jennings,True,False,True
24,10,0,True,,,Simone Biles;Rashad Jennings,Normani;Rashad Jennings,,,Simone Biles;Rashad Jennings,Simone Biles;Normani,False,False,False
25,1,1,False,Barbara Corcoran,Barbara Corcoran,Barbara Corcoran;Terrell Owens,Barbara Corcoran;Nick Lachey,Barbara Corcoran,Barbara Corcoran,Barbara Corcoran;Terrell Owens,Barbara Corcoran;Nick Lachey,False,False,False
25,2,2,False,Nick Lachey;Derek Fisher,Debbie Gibson;Nick Lachey,Nick Lachey;Derek Fisher,Debbie Gibson;Nick Lachey,Nick Lachey;Derek Fisher,Nick Lachey;Derek Fisher,Nick Lachey;Derek Fisher,Debbie Gibson;Nick Lachey,True,False,True
25,3,1,False,Debbie Gibson,Sasha Pieterse,Debbie Gibson;Sasha Pieterse,Sasha Pieterse;Derek Fisher,Debbie Gibson,Debbie Gibson,Debbie Gibson;Sasha Pieterse,Debbie Gibson;Sasha Pieterse,True,False,True
25,4,1,False,Sasha Pieterse,Derek Fisher,Sasha Pieterse;Terrell Owens,Derek Fisher;Terrell Owens,Sasha Pieterse,Sasha Pieterse,Sasha Pieterse;Terrell Owens,Sasha Pieterse;Terrell Owens,True,False,True
25,5,1,False,Drew Scott,Drew Scott,Drew Scott;Vanessa Lachey,Drew Scott;Terrell Owens,Vanessa Lachey,Drew Scott,Drew Scott;Vanessa Lachey,Drew Scott;Terrell Owens,False,True,False
25,6,1,False,Nikki Bella,Nikki Bella,Nikki Bella;Victoria Arlen,Nikki Bella;Terrell Owens,Drew Scott,Nikki Bella,Drew Scott;Nikki Bella,Nikki Bella;Terrell Owens,False,True,False
25,7,2,False,Terrell Owens;Vanessa Lachey,Vanessa Lachey;Terrell Owens,Terrell Owens;Vanessa Lachey,Vanessa Lachey;Terrell Owens,Nikki Bella;Terrell Owens,Terrell Owens;Vanessa Lachey,Nikki Bella;Terrell Owens,Vanessa Lachey;Terrell Owens,False,True,False
25,8,1,False,Victoria Arlen,Victoria Arlen,Victoria Arlen;Frankie Muniz,Victoria Arlen;Frankie Muniz,Victoria Arlen,Victoria Arlen,Victoria Arlen;Frankie Muniz,Victoria Arlen;Frankie Muniz,False,False,False
25,9,1,False,Frankie Muniz,Frankie Muniz,Frankie Muniz;Lindsey Stirling,Frankie Muniz;Lindsey Stirling,Frankie Muniz,Frankie Muniz,Frankie Muniz;Lindsey Stirling,Frankie Muniz;Lindsey Stirling,False,False,False
25,10,0,True,,,Lindsey Stirling;Jordan Fisher,Lindsey Stirling;Jordan Fisher,,,Lindsey Stirling;Jordan Fisher,Lindsey Stirling;Jordan Fisher,False,False,False
26,1,2,False,Kareem Abdul-Jabbar;Johnny Damon,Johnny Damon;Jamie Anderson,Kareem Abdul-Jabbar;Johnny Damon,Johnny Damon;Jamie Anderson,Kareem Abdul-Jabbar;Johnny Damon,Johnny Damon;Kareem Abdul-Jabbar,Kareem Abdul-Jabbar;Johnny Damon,Johnny Damon;Jamie Anderson,True,False,True
26,2,2,False,Jamie Anderson;Jennie Finch Daigle,Arike Ogunbowale;Kareem Abdul-Jabbar,Jamie Anderson;Jennie Finch Daigle,Arike Ogunbowale;Kareem Abdul-Jabbar,Jamie Anderson;Jennie Finch Daigle,Jamie Anderson;Jennie Finch Daigle,Jamie Anderson;Jennie Finch Daigle,Jamie Anderson;Arike Ogunbowale,True,False,True
26,3,3,False,Arike Ogunbowale;Chris Mazdzer;Mirai Nagasu,Jennie Finch Daigle;Chris Mazdzer;Mirai Nagasu,Arike Ogunbowale;Chris Mazdzer,Jennie Finch Daigle;Chris Mazdzer,Arike Ogunbowale;Chris Mazdzer;Mirai Nagasu,Arike Ogunbowale;Chris Mazdzer;Mirai Nagasu,Arike Ogunbowale;Chris Mazdzer,Arike Ogunbowale;Chris Mazdzer,True,False,True
26,4,0,True,,,Tonya Harding;Josh Norman,Tonya Harding;Josh Norman,,,Tonya Harding;Josh Norman,Tonya Harding;Josh Norman,False,False,False
27,1,1,False,Joe Amabile,Joe Amabile,Joe Amabile;Nikki Glaser,Joe Amabile;Nikki Glaser,Joe Amabile,Joe Amabile,Joe Amabile;Nikki Glaser,Joe Amabile;Nikki Glaser,False,False,False
27,2,1,False,Nikki Glaser,Nikki Glaser,Nikki Glaser;Danelle Umstead,Nikki Glaser;Danelle Umstead,Nikki Glaser,Nikki Glaser,Nikki Glaser;Danelle Umstead,Nikki Glaser;Danelle Umstead,False,False,False
27,3,1,False,Danelle Umstead,Danelle Umstead,Danelle Umstead;Nancy McKeon,Danelle Umstead;Nancy McKeon,Danelle Umstead,Danelle Umstead,Danelle Umstead;Nancy McKeon,Danelle Umstead;Nancy McKeon,False,False,False
27,4,1,False,Nancy McKeon,Nancy McKeon,Nancy McKeon;Bobby Bones,Nancy McKeon;Tinashe,Nancy McKeon,Nancy McKeon,Nancy McKeon;Bobby Bones,Nancy McKeon;Tinashe,False,False,False
27,5,1,False,Tinashe,Tinashe,Tinashe;Bobby Bones,Tinashe;Bobby Bones,Tinashe,Tinashe,Tinashe;Bobby Bones,Tinashe;Bobby Bones,False,False,False
27,6,1,False,John Schneider,Mary Lou Retton,John Schneider;Bobby Bones,Mary Lou Retton;John Schneider,John Schneider,John Schneider,John Schneider;Bobby Bones,Mary Lou Retton;John Schneider,True,False,True
27,7,2,False,Mary Lou Retton;DeMarcus Ware,DeMarcus Ware;John Schneider,Mary Lou Retton;DeMarcus Ware,DeMarcus Ware;John Schneider,Mary Lou Retton;DeMarcus Ware,Mary Lou Retton;DeMarcus Ware,Mary Lou Retton;DeMarcus Ware,Mary Lou Retton;DeMarcus Ware,True,False,True
27,8,2,False,Bobby Bones;Milo Manheim,Juan Pablo Di Pace;Bobby Bones,Bobby Bones;Milo Manheim,Juan Pablo Di Pace;Bobby Bones,Bobby Bones;Milo Manheim,Bobby Bones;Alexis Ren,Bobby Bones;Milo Manheim,Juan Pablo Di Pace;Bobby Bones,True,False,True
27,9,0,True,,,Juan Pablo Di Pace;Alexis Ren,Alexis Ren;Milo Manheim,,,Juan Pablo Di Pace;Alexis Ren,Juan Pablo Di Pace;Milo Manheim,False,False,False
28,1,1,False,Lamar Odom,Lamar Odom,Lamar Odom;Sean Spicer,Lamar Odom;Sean Spicer,Lamar Odom,Lamar Odom,Lamar Odom;Sean Spicer,Lamar Odom;Sean Spicer,False,False,False
28,2,1,False,Ray Lewis,Ray Lewis,Ray Lewis;Mary Wilson,Ray Lewis;Mary Wilson,Ray Lewis,Ray Lewis,Ray Lewis;Mary Wilson,Ray Lewis;Mary Wilson,False,False,False
28,3,1,False,Mary Wilson,Mary Wilson,Mary Wilson;Sean Spicer,Mary Wilson;Sean Spicer,Mary Wilson,Mary Wilson,Mary Wilson;Sean Spicer,Mary Wilson;Sean Spicer,False,False,False
28,4,1,False,Sean Spicer,Sean Spicer,Sean Spicer;Kate Flannery,Sean Spicer;Karamo Brown,Sean Spicer,Sean Spicer,Sean Spicer;Kate Flannery,Sean Spicer;Karamo Brown,False,False,False
28,5,1,False,Karamo Brown,Karamo Brown,Karamo Brown;Lauren Alaina,Karamo Brown;Kate Flannery,Karamo Brown,Karamo Brown,Karamo Brown;Lauren Alaina,Karamo Brown;Kate Flannery,False,False,False
28,6,1,False,Hannah Brown,Sailor Brinkley-Cook,Hannah Brown;Ally Brooke,Sailor Brinkley-Cook;Kate Flannery,Hannah Brown,Sailor Brinkley-Cook,Hannah Brown;Ally Brooke,Sailor Brinkley-Cook;Kate Flannery,True,False,False
28,7,1,False,Sailor Brinkley-Cook,Kate Flannery,Sailor Brinkley-Cook;Kate Flannery,Kate Flannery;James Van Der Beek,Sailor Brinkley-Cook,Kate Flannery,Sailor Brinkley-Cook;Kate Flannery,Kate Flannery;James Van Der Beek,True,False,False
28,8,1,False,Lauren Alaina,Lauren Alaina,Lauren Alaina;Kate Flannery,Lauren Alaina;James Van Der Beek,Lauren Alaina,Lauren Alaina,Lauren Alaina;Kate Flannery,Lauren Alaina;James Van Der Beek,False,False,False
28,9,1,False,Kate Flannery,James Van Der Beek,Kate Flannery;James Van Der Beek,James Van Der Beek;Hannah Brown,Kate Flannery,Hannah Brown,Kate Flannery;James Van Der Beek,James Van Der Beek;Hannah Brown,True,False,True
28,10,1,False,James Van Der Beek,Hannah Brown,James Van Der Beek;Kel Mitchell,Hannah Brown;Kel Mitchell,James Van Der Beek,James Van Der Beek,James Van Der Beek;Kel Mitchell,James Van Der Beek;Kel Mitchell,True,False,True
28,11,0,True,,,Kel Mitchell;Ally Brooke,Kel Mitchell;Ally Brooke,,,Kel Mitchell;Ally Brooke,Kel Mitchell;Ally Brooke,False,False,False
29,1,1,False,Carole Baskin,Carole Baskin,Carole Baskin;Charles Oakley,Carole Baskin;Charles Oakley,Carole Baskin,Carole Baskin,Carole Baskin;Charles Oakley,Carole Baskin;Charles Oakley,False,False,False
29,2,1,False,Charles Oakley,Charles Oakley,Charles Oakley;Skai Jackson,Charles Oakley;Anne Heche,Charles Oakley,Charles Oakley,Charles Oakley;Skai Jackson,Charles Oakley;Anne Heche,False,False,False
29,3,1,False,Anne Heche,Anne Heche,Anne Heche;Nelly,Anne Heche;Jesse Metcalfe,Anne Heche,Anne Heche,Anne Heche;Nelly,Anne Heche;Jesse Metcalfe,False,False,False
29,4,1,False,Jesse Metcalfe,Jesse Metcalfe,Jesse Metcalfe;Nelly,Jesse Metcalfe;Nelly,Jesse Metcalfe,Jesse Metcalfe,Jesse Metcalfe;Nelly,Jesse Metcalfe;Nelly,False,False,False
29,5,1,False,Veron Davis,Veron Davis,Veron Davis;Chrishell Stause,Veron Davis;Chrishell Stause,Chrishell Stause,Chrishell Stause,Veron Davis;Chrishell Stause,Veron Davis;Chrishell Stause,False,True,True
29,6,1,False,Nelly,Nelly,Nelly;Skai Jackson,Nelly;Skai Jackson,Veron Davis,Veron Davis,Veron Davis;Nelly,Veron Davis;Nelly,False,True,True
29,7,1,False,Monica Aldama,Monica Aldama,Monica Aldama;Jeannie Mai,Monica Aldama;Jeannie Mai,Monica Aldama,Monica Aldama,Monica Aldama;Jeannie Mai,Nelly;Monica Aldama,False,False,False
29,8,1,False,Jeannie Mai,Jeannie Mai,Jeannie Mai;Skai Jackson,Jeannie Mai;Chrishell Stause,Jeannie Mai,Jeannie Mai,Jeannie Mai;Nelly,Jeannie Mai;Nelly,False,False,False
29,9,1,False,Chrishell Stause,Chrishell Stause,Chrishell Stause;AJ McLean,Chrishell Stause;AJ McLean,Nelly,Nelly,Nelly;AJ McLean,Nelly;AJ McLean,False,True,True
29,10,2,False,AJ McLean;Skai Jackson,AJ McLean;Skai Jackson,AJ McLean;Skai Jackson,AJ McLean;Skai Jackson,AJ McLean;Skai Jackson,AJ McLean;Skai Jackson,AJ McLean;Skai Jackson,AJ McLean;Skai Jackson,False,False,False
29,11,0,True,,,Johnny Weir;Justina Machado,Johnny Weir;Justina Machado,,,Johnny Weir;Justina Machado,Johnny Weir;Justina Machado,False,False,False
30,1,1,False,Martin Kove,Martin Kove,Martin Kove;Iman Shumpert,Martin Kove;Brian Austin Green,Martin Kove,Martin Kove,Martin Kove;Iman Shumpert,Martin Kove;Brian Austin Green,False,False,False
30,2,1,False,Matt James,Brian Austin Green,Matt James;Brian Austin Green,Brian Austin Green;Matt James,Matt James,Matt James,Matt James;Brian Austin Green,Brian Austin Green;Matt James,True,False,True
30,3,1,False,Cody Rigsby,Christine Chiu,Cody Rigsby;Jimmie Allen,"Christine Chiu;Mike ""The Miz"" Mizanin",Cody Rigsby,Christine Chiu,Cody Rigsby;Jimmie Allen,"Christine Chiu;Mike ""The Miz"" Mizanin",True,False,False
30,4,2,False,Christine Chiu;Brian Austin Green,"Matt James;Mike ""The Miz"" Mizanin",Christine Chiu;Brian Austin Green,"Matt James;Mike ""The Miz"" Mizanin",Christine Chiu;Brian Austin Green,Brian Austin Green;Kenya Moore,Christine Chiu;Brian Austin Green,"Brian Austin Green;Mike ""The Miz"" Mizanin",True,False,True
30,5,1,False,"Mike ""The Miz"" Mizanin",Melanie C,"Mike ""The Miz"" Mizanin;Jimmie Allen",Melanie C;Cody Rigsby,"Mike ""The Miz"" Mizanin",Cody Rigsby,"Mike ""The Miz"" Mizanin;Jimmie Allen",Melanie C;Cody Rigsby,True,False,True
30,6,1,False,Melanie C,Kenya Moore,Melanie C;Kenya Moore,Kenya Moore;Cody Rigsby,Melanie C,Melanie C,Melanie C;Kenya Moore,"Melanie C;Mike ""The Miz"" Mizanin",True,False,True
30,7,1,False,Kenya Moore,Cody Rigsby,Kenya Moore;Suni Lee,Cody Rigsby;Jimmie Allen,Kenya Moore,"Mike ""The Miz"" Mizanin",Kenya Moore;Suni Lee,"Mike ""The Miz"" Mizanin;Jimmie Allen",True,False,True
30,8,2,False,Jimmie Allen;Olivia Jade,Jimmie Allen;Melora Hardin,Jimmie Allen;Olivia Jade,Jimmie Allen;Melora Hardin,Jimmie Allen;Iman Shumpert,Jimmie Allen;Olivia Jade,Jimmie Allen;Olivia Jade,Jimmie Allen;Melora Hardin,True,True,True
30,9,2,False,Melora Hardin;Suni Lee,Olivia Jade;Suni Lee,Melora Hardin;Suni Lee,Olivia Jade;Suni Lee,Olivia Jade;Melora Hardin,Melora Hardin;Suni Lee,Olivia Jade;Melora Hardin,Suni Lee;Melora Hardin,True,True,True
30,10,0,True,,,Amanda Kloots;Iman Shumpert,Amanda Kloots;Iman Shumpert,,,Suni Lee;Amanda Kloots,Amanda Kloots;Iman Shumpert,False,False,False
31,1,1,False,Jason Lewis,Jason Lewis,Jason Lewis;Vinny Guadagnino,Jason Lewis;Vinny Guadagnino,Vinny Guadagnino,Vinny Guadagnino,Jason Lewis;Vinny Guadagnino,Jason Lewis;Vinny Guadagnino,False,True,True
31,2,1,False,Cheryl Ladd,Cheryl Ladd,Cheryl Ladd;Teresa Giudice,Cheryl Ladd;Teresa Giudice,Jason Lewis,Jason Lewis,Jason Lewis;Cheryl Ladd,Jason Lewis;Cheryl Ladd,False,True,True
31,3,1,False,Teresa Giudice,Teresa Giudice,Teresa Giudice;Vinny Guadagnino,Teresa Giudice;Vinny Guadagnino,Teresa Giudice,Teresa Giudice,Teresa Giudice;Cheryl Ladd,Teresa Giudice;Cheryl Ladd,False,False,False
31,4,1,False,Sam Champion,Vinny Guadagnino,Sam Champion;Joseph Baena,Vinny Guadagnino;Sam Champion,Cheryl Ladd,Cheryl Ladd,Cheryl Ladd;Sam Champion,Cheryl Ladd;Sam Champion,True,True,True
31,5,1,False,Vinny Guadagnino,Sam Champion,Vinny Guadagnino;Joseph Baena,Sam Champion;Joseph Baena,Sam Champion,Sam Champion,Sam Champion;Joseph Baena,Sam Champion;Joseph Baena,True,True,False
31,6,1,False,Joseph Baena,Joseph Baena,Joseph Baena;Selma Blair,Joseph Baena;Selma Blair,Joseph Baena,Joseph Baena,Joseph Baena;Selma Blair,Joseph Baena;Selma Blair,False,False,False
31,7,1,False,Jessie James Decker,Jessie James Decker,Jessie James Decker;Selma Blair,Jessie James Decker;Selma Blair,Jessie James Decker,Jessie James Decker,Jessie James Decker;Selma Blair,Jessie James Decker;Selma Blair,False,False,False
31,8,2,False,Jordin Sparks;Selma Blair,Jordin Sparks;Selma Blair,Jordin Sparks;Selma Blair,Jordin Sparks;Selma Blair,Jordin Sparks;Selma Blair,Jordin Sparks;Selma Blair,Jordin Sparks;Selma Blair,Jordin Sparks;Selma Blair,False,False,False
31,9,2,False,Heidi D'Amelio;Trevor Donovan,Heidi D'Amelio;Trevor Donovan,Heidi D'Amelio;Trevor Donovan,Heidi D'Amelio;Trevor Donovan,Heidi D'Amelio;Trevor Donovan,Heidi D'Amelio;Trevor Donovan,Heidi D'Amelio;Trevor Donovan,Heidi D'Amelio;Trevor Donovan,False,False,False
31,10,0,True,,,Daniel Durant;Shangela,Daniel Durant;Shangela,,,Daniel Durant;Shangela,Daniel Durant;Shangela,False,False,False
32,1,1,False,Matt Walsh,Matt Walsh,Matt Walsh;Tyson Beckford,Matt Walsh;Tyson Beckford,Matt Walsh,Matt Walsh,Matt Walsh;Tyson Beckford,Matt Walsh;Tyson Beckford,False,False,False
32,2,1,False,Mauricio Umansky,Mauricio Umansky,Mauricio Umansky;Jamie Lynn Spears,Mauricio Umansky;Jamie Lynn Spears,Mauricio Umansky,Mauricio Umansky,Mauricio Umansky;Jamie Lynn Spears,Mauricio Umansky;Jamie Lynn Spears,False,False,False
32,3,1,False,Jamie Lynn Spears,Jamie Lynn Spears,Jamie Lynn Spears;Tyson Beckford,Jamie Lynn Spears;Tyson Beckford,Jamie Lynn Spears,Jamie Lynn Spears,Jamie Lynn Spears;Tyson Beckford,Jamie Lynn Spears;Tyson Beckford,False,False,False
32,4,1,False,Tyson Beckford,Tyson Beckford,Tyson Beckford;Barry Williams,Tyson Beckford;Barry Williams,Tyson Beckford,Tyson Beckford,Tyson Beckford;Barry Williams,Tyson Beckford;Barry Williams,False,False,False
32,5,1,False,Adrian Peterson,Adrian Peterson,Adrian Peterson;Harry Jowsey,Adrian Peterson;Barry Williams,Adrian Peterson,Adrian Peterson,Adrian Peterson;Harry Jowsey,Adrian Peterson;Barry Williams,False,False,False
32,6,1,False,Mira Sorvino,Mira Sorvino,Mira Sorvino;Harry Jowsey,Mira Sorvino;Harry Jowsey,Mira Sorvino,Mira Sorvino,Mira Sorvino;Harry Jowsey,Mira Sorvino;Harry Jowsey,False,False,False
32,7,1,False,Harry Jowsey,Harry Jowsey,Harry Jowsey;Lele Pons,Harry Jowsey;Lele Pons,Harry Jowsey,Harry Jowsey,Harry Jowsey;Lele Pons,Harry Jowsey;Lele Pons,False,False,False
32,8,1,False,Lele Pons,Lele Pons,Lele Pons;Barry Williams,Lele Pons;Barry Williams,Lele Pons,Lele Pons,Lele Pons;Barry Williams,Lele Pons;Barry Williams,False,False,False
32,9,1,False,Barry Williams,Barry Williams,Barry Williams;Alyson Hannigan,Barry Williams;Alyson Hannigan,Barry Williams,Barry Williams,Barry Williams;Alyson Hannigan,Barry Williams;Alyson Hannigan,False,False,False
32,10,1,False,Alyson Hannigan,Alyson Hannigan,Alyson Hannigan;Jason Mraz,Alyson Hannigan;Jason Mraz,Alyson Hannigan,Alyson Hannigan,Alyson Hannigan;Jason Mraz,Alyson Hannigan;Jason Mraz,False,False,False
32,11,0,True,,,Charity Lawson;Ariana Madix,Jason Mraz;Charity Lawson,,,Charity Lawson;Ariana Madix,Jason Mraz;Charity Lawson,False,False,False
33,1,1,False,Eric Roberts,Eric Roberts,Eric Roberts;Reginald VelJohnson,Eric Roberts;Reginald VelJohnson,Eric Roberts,Eric Roberts,Eric Roberts;Reginald VelJohnson,Eric Roberts;Reginald VelJohnson,False,False,False
33,2,2,False,Anna Delvey;Tori Spelling,Tori Spelling;Anna Delvey,Anna Delvey;Tori Spelling,Tori Spelling;Anna Delvey,Anna Delvey;Reginald VelJohnson,Anna Delvey;Reginald VelJohnson,Anna Delvey;Tori Spelling,Tori Spelling;Anna Delvey,False,True,True
33,3,2,False,Reginald VelJohnson;Dwight Howard,Reginald VelJohnson;Dwight Howard,Reginald VelJohnson;Dwight Howard,Reginald VelJohnson;Dwight Howard,Tori Spelling;Dwight Howard,Tori Spelling;Dwight Howard,Tori Spelling;Dwight Howard,Tori Spelling;Dwight Howard,False,True,True
33,4,1,False,Brooks Nader,Brooks Nader,Brooks Nader;Phaedra Parks,Brooks Nader;Phaedra Parks,Brooks Nader,Brooks Nader,Brooks Nader;Phaedra Parks,Brooks Nader;Phaedra Parks,False,False,False
33,5,1,False,Phaedra Parks,Phaedra Parks,Phaedra Parks;Stephen Nedoroscik,Phaedra Parks;Danny Amendola,Phaedra Parks,Phaedra Parks,Phaedra Parks;Stephen Nedoroscik,Phaedra Parks;Danny Amendola,False,False,False
33,6,1,False,Ilona Maher,Ilona Maher,Ilona Maher;Danny Amendola,Ilona Maher;Danny Amendola,Ilona Maher,Ilona Maher,Ilona Maher;Danny Amendola,Ilona Maher;Danny Amendola,False,False,False
33,7,1,False,Jenn Tran,Jenn Tran,Jenn Tran;Danny Amendola,Jenn Tran;Danny Amendola,Jenn Tran,Jenn Tran,Jenn Tran;Danny Amendola,Jenn Tran;Danny Amendola,False,False,False
33,8,1,False,Stephen Nedoroscik,Danny Amendola,Stephen Nedoroscik;Danny Amendola,Danny Amendola;Stephen Nedoroscik,Stephen Nedoroscik,Stephen Nedoroscik,Stephen Nedoroscik;Danny Amendola,Danny Amendola;Stephen Nedoroscik,True,False,True
33,9,0,True,,,Danny Amendola;Joey Graziadei,Stephen Nedoroscik;Joey Graziadei,,,Danny Amendola;Joey Graziadei,Danny Amendola;Joey Graziadei,False,False,False
34,1,1,False,Corey Feldman,Corey Feldman,Corey Feldman;Andy Richter,Corey Feldman;Andy Richter,Corey Feldman,Corey Feldman,Corey Feldman;Andy Richter,Corey Feldman;Andy Richter,False,False,False
34,2,2,False,Baron Davis;Andy Richter,Baron Davis;Andy Richter,Baron Davis;Andy Richter,Baron Davis;Andy Richter,Andy Richter;Baron Davis,Andy Richter;Baron Davis,Baron Davis;Andy Richter,Baron Davis;Andy Richter,False,False,False
34,3,1,False,Lauren Jauregui,Lauren Jauregui,Lauren Jauregui;Jen Affleck,Lauren Jauregui;Jen Affleck,Lauren Jauregui,Lauren Jauregui,Lauren Jauregui;Jen Affleck,Lauren Jauregui;Jen Affleck,False,False,False
34,4,1,False,Hilaria Baldwin,Elaine Hendrix,Hilaria Baldwin;Danielle Fishel,Elaine Hendrix;Hilaria Baldwin,Danielle Fishel,Hilaria Baldwin,Hilaria Baldwin;Danielle Fishel,Elaine Hendrix;Hilaria Baldwin,True,True,True
34,5,1,False,Jen Affleck,Hilaria Baldwin,Jen Affleck;Scott Hoying,Hilaria Baldwin;Jen Affleck,Hilaria Baldwin,Jen Affleck,Hilaria Baldwin;Jen Affleck,Jen Affleck;Scott Hoying,True,True,True
34,6,1,False,Scott Hoying,Scott Hoying,Scott Hoying;Dylan Efron,Scott Hoying;Jen Affleck,Scott Hoying,Scott Hoying,Scott Hoying;Jen Affleck,Scott Hoying;Danielle Fishel,False,False,False
34,7,1,False,Elaine Hendrix,Jen Affleck,Elaine Hendrix;Danielle Fishel,Jen Affleck;Danielle Fishel,Elaine Hendrix,Elaine Hendrix,Elaine Hendrix;Jen Affleck,Elaine Hendrix;Danielle Fishel,True,False,True
34,8,1,False,Danielle Fishel,Danielle Fishel,Danielle Fishel;Dylan Efron,Danielle Fishel;Dylan Efron,Jen Affleck,Danielle Fishel,Jen Affleck;Dylan Efron,Danielle Fishel;Dylan Efron,False,True,False
34,9,1,False,Jordan Chiles,Dylan Efron,Jordan Chiles;Dylan Efron,Dylan Efron;Jordan Chiles,Jordan Chiles,Jordan Chiles,Jordan Chiles;Dylan Efron,Dylan Efron;Jordan Chiles,True,False,True
34,10,1,False,Dylan Efron,Whitney Leavitt,Dylan Efron;Whitney Leavitt,Whitney Leavitt;Robert Irwin,Dylan Efron,Dylan Efron,Dylan Efron;Whitney Leavitt,Whitney Leavitt;Dylan Efron,True,False,True
34,11,0,True,,,Whitney Leavitt;Robert Irwin,Jordan Chiles;Robert Irwin,,,Whitney Leavitt;Robert Irwin,Whitney Leavitt;Robert Irwin,False,False,False
